순위,도서번호,도서명,링크,저자,출판사,출판일,판매가,정가,할인율,판매지수,내용,이미지
840,150709449,교사를 위한 실무 한글 _ 학교 업무 효율성 높이는 66제,https://www.yes24.com/product/goods/150709449,한동규,앤써북,2025년 08월,"15,930","17,700",10%,"3,120",,
841,150556693,챗GPT 공부 혁명,https://www.yes24.com/product/goods/150556693,"전지영, 백수현, 이효진, 장수영, 손소영",포르체,2025년 08월,"20,700","23,000",10%,"1,650",,
842,150321727,AI와 미래 자율 제조,https://www.yes24.com/product/goods/150321727,"원홍인, 이상아, 윤종필, 이상목",커뮤니케이션북스,2025년 08월,"12,000","12,000",,168,,
843,150240159,Do it! 알고리즘 코딩 테스트 C++ 편,https://www.yes24.com/product/goods/150240159,김종관,이지스퍼블리싱,2025년 08월,"35,100","39,000",10%,"1,710",,
844,150027797,기업과 고객을 파괴하는 해킹과 사이버 보안의 모든 것,https://www.yes24.com/product/goods/150027797,"유진 스파포드, 리 메트칼프, 조사이어 다이크스트라 저/김경곤, 장은경 역 외 1명
                                        
정보 더 보기/감추기



유진 스파포드
리 메트칼프
조사이어 다이크스트라
김경곤
장은경
박기성",책만,2025년 08월,"29,700","33,000",10%,"2,226",,
845,149866407,AI와 디지털 헬스케어,https://www.yes24.com/product/goods/149866407,임미가,커뮤니케이션북스,2025년 08월,"12,000","12,000",,192,,
846,149745776,만화로 쉽게 배우는 시계열 분석,https://www.yes24.com/product/goods/149745776,다카하시 이치로 저/권기태 역,성안당,2025년 07월,"16,200","18,000",10%,252,,
847,149680614,아는 만큼 보이는 생성형 AI,https://www.yes24.com/product/goods/149680614,김주영,길벗,2025년 07월,"19,800","22,000",10%,"1,692",,
848,149659316,가장 쉬운 독학 캔바 첫걸음,https://www.yes24.com/product/goods/149659316,"원정민, 조영진, 신명진, 이상수",동양북스(동양books),2025년 07월,"24,750","27,500",10%,"1,548",,
849,149432094,오늘부터 회사에서 AI 합니다,https://www.yes24.com/product/goods/149432094,"이활석, 업스테이지 AI 교육 부문",디지털북스,2025년 07월,"19,800","22,000",10%,888,,
850,149421496,쉽게 배우는 운영체제,https://www.yes24.com/product/goods/149421496,조성호,한빛아카데미,2025년 07월,"33,000","33,000",,"3,240",,
851,149405513,라이노 3D로 주얼리를 만들자,https://www.yes24.com/product/goods/149405513,김현철,창조와지식,2025년 07월,"23,400","26,000",10%,144,,
852,149374586,AI 의인화,https://www.yes24.com/product/goods/149374586,"김보경, 김소연",커뮤니케이션북스,2025년 07월,"12,000","12,000",,84,,
853,149243919,구글 AI Gemini 그림 초등왕,https://www.yes24.com/product/goods/149243919,코딩 코치스,BOOKK(부크크),2025년 07월,"15,800","15,800",,222,,
854,149193207,인프라 엔지니어의 교과서,https://www.yes24.com/product/goods/149193207,사노 유타카 저/김성훈 역,길벗,2025년 07월,"19,800","22,000",10%,"1,698",,
855,148848952,AI 융합 교육 교사,https://www.yes24.com/product/goods/148848952,김귀훈,커뮤니케이션북스,2025년 07월,"12,000","12,000",,120,,
856,148767861,생성형 AI를 활용한 논문 작성법,https://www.yes24.com/product/goods/148767861,김귀훈 등,홍릉,2025년 06월,"29,000","29,000",,990,,
857,148704026,마인크래프트 건축 가이드 마법 프로젝트,https://www.yes24.com/product/goods/148704026,Mojang Studio 저/강세중 역,영진닷컴,2025년 07월,"12,600","14,000",10%,"1,080",,
858,148703391,파이썬으로 배우는 소프트웨어와 인공지능,https://www.yes24.com/product/goods/148703391,"조행래, 윤종희, 서영석, 박영덕",영남대학교출판부(知YU智),2025년 06월,"25,000","25,000",,168,,
859,148420115,인공 인간,https://www.yes24.com/product/goods/148420115,"수잔 슈나이더 저/이해윤, 김성묵 역",한울아카데미,2024년 05월,"22,000","22,000",,120,,
860,148368955,잘 통하는 보고서 작성의 비밀,https://www.yes24.com/product/goods/148368955,임영균,한빛미디어,2025년 07월,"18,000","20,000",10%,"2,322",,
861,148350160,AI 에디터 커서 Cursor 완벽 가이드,https://www.yes24.com/product/goods/148350160,키노시타 유이치로 저/김모세 역,영진닷컴,2025년 07월,"19,800","22,000",10%,"2,712",,
862,148184558,따라 하며 배우는 유니티 게임 개발,https://www.yes24.com/product/goods/148184558,"아라카와 다쿠야, 아사노 유이치 저/윤준 역",한빛미디어,2025년 06월,"21,600","24,000",10%,"1,008",,
863,148181079,실무에서 SQL을 다루는 기술,https://www.yes24.com/product/goods/148181079,마크 사이먼 저/조은옥 역,한빛미디어,2025년 06월,"29,700","33,000",10%,"1,188",,
864,148121780,디자인 경험을 바꾸는 UX/UI 디자인 with AI,https://www.yes24.com/product/goods/148121780,유훈식,한빛미디어,2025년 06월,"28,800","32,000",10%,"1,302",,
865,147983588,생성형 AI 업무 활용 정석 - 테스팅 업무 적용편,https://www.yes24.com/product/goods/147983588,권원일,STA(소프트웨어테스팅연구소),2025년 06월,"27,000","30,000",10%,594,,
866,147977458,버려지는 디자인 통과되는 디자인 - 편집 디자인,https://www.yes24.com/product/goods/147977458,"이미정, 유은진",길벗,2025년 07월,"20,700","23,000",10%,"3,192",,
867,147976869,소플의 처음 만난 Next.js,https://www.yes24.com/product/goods/147976869,이인제,한빛미디어,2025년 06월,"35,100","39,000",10%,570,,
868,147965771,크리에이터를 위한 ChatGPT 활용 대전,https://www.yes24.com/product/goods/147965771,쿠니모토 치사토 저/챗GPT 연구회 역,정보문화사,2025년 06월,"18,000","20,000",10%,786,,
869,147870513,AI와 사이버 보안,https://www.yes24.com/product/goods/147870513,이승은,커뮤니케이션북스,2025년 06월,"12,000","12,000",,210,,
870,147867784,MOS 365 Word Associate,https://www.yes24.com/product/goods/147867784,"김경희, 오해강",시대인,2025년 06월,"13,500","15,000",10%,570,,
871,147852321,"인공지능, 주식분석 좀 부탁해",https://www.yes24.com/product/goods/147852321,곽경일,비제이퍼블릭(BJ퍼블릭),2025년 07월,"21,600","24,000",10%,564,,
872,147752757,상상력을 작품으로 미리캔버스,https://www.yes24.com/product/goods/147752757,"김지혜, KIE 기획연구실",아카데미소프트,2025년 06월,"12,600","14,000",10%,516,,
873,147626022,생성형 AI 활용 백과사전,https://www.yes24.com/product/goods/147626022,"다쿠치 카즈히로, 모리시마 료코, 이시타니 마사키 저/서수환 역",길벗,2025년 06월,"21,600","24,000",10%,"4,230",,
874,147569986,깃허브 액션으로 구현하는 실전 CI/CD 설계와 운영,https://www.yes24.com/product/goods/147569986,노무라 도모키 저/김완섭 역,제이펍,2025년 07월,"25,200","28,000",10%,798,,
875,147569950,기후 위기와 인공지능,https://www.yes24.com/product/goods/147569950,이천환,커뮤니케이션북스,2025년 06월,"12,000","12,000",,354,,
876,147569409,테디노트의 랭체인을 활용한 RAG 비법노트 [심화편],https://www.yes24.com/product/goods/147569409,이경록,리코멘드,2025년 06월,"25,200","28,000",10%,"2,256",,
877,147562377,C# 교과서,https://www.yes24.com/product/goods/147562377,박용준,길벗,2025년 06월,"35,100","39,000",10%,"1,668",,
878,147338262,AI로 하루 만에 영상 만들기 with 런웨이,https://www.yes24.com/product/goods/147338262,"송태민, 서광민",한빛미디어,2025년 06월,"18,000","20,000",10%,"1,926",,
879,147132535,코딩런 픽셀월드 대모험 피스켈&엔트리,https://www.yes24.com/product/goods/147132535,코딩연구소,마린북스,2025년 05월,"13,500","15,000",10%,474,,
880,147124214,"AI가 대체하는, 대체 못하는 노동",https://www.yes24.com/product/goods/147124214,김관욱,커뮤니케이션북스,2025년 06월,"12,000","12,000",,156,,
881,147098139,LUVIT♥ 실전 백엔드 러스트 Axum 프로그래밍,https://www.yes24.com/product/goods/147098139,윤인도,제이펍,2025년 06월,"22,500","25,000",10%,402,,
882,147097407,AI와 교육 연극 (큰글자책),https://www.yes24.com/product/goods/147097407,한귀은,커뮤니케이션북스,2025년 06월,"25,000","25,000",,60,,
883,147081442,입문자를 위한 맞춤형 AI 프로그램 만들기,https://www.yes24.com/product/goods/147081442,다비드스튜디오,길벗,2025년 06월,"25,200","28,000",10%,714,,
884,147079126,"좋아 보이는 것들의 비밀, 컬러",https://www.yes24.com/product/goods/147079126,최경원,길벗,2025년 06월,"26,100","29,000",10%,"1,146",,
885,147078614,회사에서 바로 쓰는 AI 치트키,https://www.yes24.com/product/goods/147078614,"이혜정, 윤재현, 엄혜경",애드앤미디어,2025년 06월,"18,000","20,000",10%,"1,854",,
886,147057325,픽셀 아트 마스터 컬렉션,https://www.yes24.com/product/goods/147057325,"ZiMA, 나나미 유키, asaha, 아히루 히츠지, Zennyan 저 외 2명
                                        
정보 더 보기/감추기



ZiMA
나나미 유키
asaha
아히루 히츠지
Zennyan
m7kenji
송지연",AK(에이케이 커뮤니케이션즈),2025년 05월,"24,220","25,500",5%,"1,170",,
887,146529821,탄탄한 기초를 위한 PLC 프로그래밍(XGB series),https://www.yes24.com/product/goods/146529821,"김진태, 이현옥",예문사,2025년 05월,"26,100","29,000",10%,924,,
888,146504169,"당근 하나로 매출 2배, 동네 1등 가게 만드는 실전 전략",https://www.yes24.com/product/goods/146504169,서혜미,아티오,2025년 05월,"15,300","17,000",10%,132,,
889,146335247,AI를 활용한 법률문서 작성법,https://www.yes24.com/product/goods/146335247,김종엽,(주)박영사,2025년 05월,"27,000","27,000",,"1,836",,
890,146143006,열정민쌤의 챗GPT&AI 수업 실전서,https://www.yes24.com/product/goods/146143006,"원정민, 권혜영, 신명진, 이채연",한빛미디어,2025년 05월,"18,000","20,000",10%,"4,254",,
891,146041188,네이버 스마트스토어 운영하기,https://www.yes24.com/product/goods/146041188,서미진,한빛미디어,2025년 05월,"18,900","21,000",10%,"1,872",,
892,146012578,AI와 게임 인문학 (큰글자책),https://www.yes24.com/product/goods/146012578,박주희,커뮤니케이션북스,2025년 04월,"25,000","25,000",,60,,
893,146012572,AI와 회계사,https://www.yes24.com/product/goods/146012572,윤양인,커뮤니케이션북스,2025년 05월,"12,000","12,000",,186,,
894,146012568,AI 영상 제작 트렌드,https://www.yes24.com/product/goods/146012568,진승현,커뮤니케이션북스,2025년 05월,"12,000","12,000",,96,,
895,146006911,혼자 만들면서 공부하는 딥러닝,https://www.yes24.com/product/goods/146006911,박해선,한빛미디어,2025년 05월,"25,200","28,000",10%,"1,998",,
896,146001337,AI와 정책 홍보의 변화,https://www.yes24.com/product/goods/146001337,정휘관,커뮤니케이션북스,2025년 05월,"12,000","12,000",,84,,
897,145983717,Do it! 오토캐드 2026,https://www.yes24.com/product/goods/145983717,박한울,이지스퍼블리싱,2025년 05월,"26,550","29,500",10%,"3,984",,
898,145962625,LLM 엔지니어링,https://www.yes24.com/product/goods/145962625,"폴 이우수틴, 막심 라본 저/조우철 역",한빛미디어,2025년 05월,"34,200","38,000",10%,"1,800",,
899,145417424,"AI 대전환 시대, 나는 리더",https://www.yes24.com/product/goods/145417424,"김기진, 황교석, 이재실, 최규철, 김택수 저 외 5명
                                        
정보 더 보기/감추기



김기진
황교석
이재실
최규철
김택수
마은경
이소민
채명석
김대경
최준오",에릭스토리,2025년 04월,"15,300","17,000",10%,108,,
900,145394077,AI 콘텐츠 트렌드,https://www.yes24.com/product/goods/145394077,김민지,커뮤니케이션북스,2025년 04월,"12,000","12,000",,108,,
901,145227885,실리콘밸리에서 통하는 파이썬 인터뷰 가이드,https://www.yes24.com/product/goods/145227885,"런젠펑, 취안수쉐 저/신준기 역",제이펍,2025년 05월,"24,300","27,000",10%,240,,
902,145220345,알고리즘으로 철학하기,https://www.yes24.com/product/goods/145220345,변정수,이상북스,2025년 04월,"23,400","26,000",10%,288,,
903,145022805,AI와 미래 의사,https://www.yes24.com/product/goods/145022805,임채영,커뮤니케이션북스,2025년 04월,"12,000","12,000",,120,,
904,145022203,AI와 미래 사회,https://www.yes24.com/product/goods/145022203,손현주,커뮤니케이션북스,2025년 04월,"12,000","12,000",,"1,170",,
905,145013501,처음부터 시작하는 Next.js / React 개발 입문,https://www.yes24.com/product/goods/145013501,미요시 아키 저/김모세 역,AK(에이케이 커뮤니케이션즈),2025년 04월,"33,440","35,200",5%,396,,
906,144980037,예제로 배우는 C++ STL,https://www.yes24.com/product/goods/144980037,빌 와인먼 저/유동환 역,영진닷컴,2025년 04월,"29,700","33,000",10%,486,,
907,144868498,이게 되네? 챗GPT 미친 크롤링 24제,https://www.yes24.com/product/goods/144868498,박현규,골든래빗,2025년 04월,"23,400","26,000",10%,"2,490",,
908,144699966,씽크톡톡 엑셀 2021,https://www.yes24.com/product/goods/144699966,"도용화, 금미정",웰북,2025년 04월,"9,000","10,000",10%,180,,
909,144693678,인스타그램 마케팅으로 돈벌기,https://www.yes24.com/product/goods/144693678,최영인,성안당,2025년 04월,"22,500","25,000",10%,"1,392",,
910,144650380,AI와 반도체,https://www.yes24.com/product/goods/144650380,최종수,커뮤니케이션북스,2025년 04월,"12,000","12,000",,225,,
911,144554031,할 수 있다! 스마트폰을 활용한 영상 촬영 편집 with 키네마스터,https://www.yes24.com/product/goods/144554031,황점희,시대인,2025년 04월,"10,800","12,000",10%,840,,
912,144546046,어른을 위한 이것이 인공지능이다,https://www.yes24.com/product/goods/144546046,김명락,슬로디미디어,2025년 04월,"15,120","16,800",10%,156,,
913,144220706,일러스트와 만화를 위한 포즈 노하우,https://www.yes24.com/product/goods/144220706,마츠오카 신지 저/고영자 역,영진닷컴,2025년 04월,"18,000","20,000",10%,468,,
914,144165612,"AI, 공정과 편향",https://www.yes24.com/product/goods/144165612,"박규동, 김근혜",커뮤니케이션북스,2025년 03월,"12,000","12,000",,126,,
915,144129260,교사를 위한 생성형 AI 활용 수업,https://www.yes24.com/product/goods/144129260,김종혜,생능북스,2025년 04월,"14,400","16,000",10%,"1,431",,
916,144048800,CATIA(카티아) 쉽게 따라하기,https://www.yes24.com/product/goods/144048800,정경애,구민사,2025년 04월,"28,800","32,000",10%,"1,212",,
917,144043886,이토록 쉬운 IT 인프라 기초,https://www.yes24.com/product/goods/144043886,장두환,루비페이퍼,2025년 04월,"19,800","22,000",10%,"1,506",,
918,144043578,50개의 프로젝트로 완성하는 파이썬 업무 자동화,https://www.yes24.com/product/goods/144043578,오토코더,위즈앤북,2025년 03월,"19,800","22,000",10%,702,,
919,144026018,우아한 C 언어 코딩 패턴,https://www.yes24.com/product/goods/144026018,크리스토퍼 프레셰른 저/정기훈 역,인사이트(insight),2025년 04월,"28,800","32,000",10%,258,,
